Name,Description,Brain1,Brain2,Brain3,Blood1,Blood2,Blood3
ENSG00000203757,OR6K3,0,0,0,0,0,0.2544
ENSG00000180437,OR6K4P,0,0,0,0.2466,0,0.0885
ENSG00000226949,OR6K5P,0,0.0282,0,0,0,0
ENSG00000180433,OR6K6,0,0,0,0,0,0.0721
ENSG00000197403,OR6N1,0,0,0,0.9194,0.0298,0.1799
ENSG00000188340,OR6N2,0,0,0,0.0411,0,0
ENSG00000229724,OR2AQ1P,0,0,0,0,0,0
ENSG00000180409,OR10AA1P,0,0,0,0,0,0
ENSG00000163563,MNDA,4.127,8.929,0.5935,218.2,40.51,319.6
ENSG00000229849,PYHIN5P,0,0,0,0,0,0
ENSG00000163564,PYHIN1,0.1151,0,0.0171,21.68,2.636,27.43
ENSG00000163565,IFI16,9.552,35.72,4.474,42.55,5.533,51.25
ENSG00000163568,AIM2,0.2104,0.5297,0.2967,1.719,0.515,4.331
ENSG00000233473,RAD1P2,0,0,0,0,0,0
ENSG00000162706,CADM3,93.5,58.86,22.65,0.0323,0.0575,0.1042
ENSG00000222552,RNA5SP60,0,0,0,0,0,0
ENSG00000225670,CADM3-AS1,0.9192,0.7211,0.149,0.0207,0.0515,0.0556
ENSG00000213088,ACKR1,3.137,36.26,1.363,4.151,10.99,8.975
ENSG00000215846,MPTX1,0,0,0,0,0,0.0694
ENSG00000248642,OR10J2P,0,0,0,0,0,0
ENSG00000179639,FCER1A,0.3819,0.982,0,8.32,0.144,24.65
ENSG00000196266,OR10J3,0,0,0,0,0,0.0853
ENSG00000228560,RP11-550P17.5,0,0,0,0,0,0
ENSG00000248442,OR10J7P,0.0238,0,0,0,0,0
ENSG00000251686,OR10J8P,0,0,0,0,0,0
ENSG00000249197,OR10J9P,0,0,0,0,0,0
ENSG00000249730,OR10J4,0,0,0,0,0,0
ENSG00000196184,OR10J1,0,0,0,0,0,0
ENSG00000224943,RP11-180D21.3,0,0,0,0,0,0.0495
ENSG00000184155,OR10J5,0,0,0,0,0,0
ENSG00000231100,RP11-740C1.2,0,0,0,0,0,0
ENSG00000271890,OR10AE1P,0,0,0,0,0,0
ENSG00000132703,APCS,0.0961,0.0575,0.0644,0.2543,0.2114,0.0912
ENSG00000158731,OR10J6P,0,0,0,0,0,0
ENSG00000276632,RP11-419N10.6,0,0,0,0,0,0
ENSG00000223603,CRPP1,0,0,0,0,0.0447,0
ENSG00000132693,CRP,0.0883,0.1056,0.3402,1.87,0.7632,0.3354
ENSG00000235226,RP11-419N10.5,0,0,0,0,0,0
ENSG00000158716,DUSP23,22.65,24.41,7.154,15.08,2.203,26.93
ENSG00000181036,FCRL6,0.111,0.1592,0.0297,36.7,5.327,31.35
ENSG00000158714,SLAMF8,0.3627,4.627,0.0589,3.16,0.1105,4.591
ENSG00000188004,C1orf204,7.333,5.938,1.989,0.2805,0.0444,0.2684
ENSG00000212161,SNORD64,0,0,0,0,0,0
ENSG00000243284,VSIG8,0.2731,0.2062,0.0963,1.521,0.0722,0.5457
ENSG00000272668,RP11-190A12.8,4.255,5.706,1.099,0.8578,0.0764,2.193
ENSG00000213085,CFAP45,0.7785,0.5994,0.743,12.55,1.005,9.537
ENSG00000266458,MIR4259,0,0,0,0,0,0
ENSG00000279430,RP11-190A12.9,0,0,0,3.32,0,6.23
ENSG00000158710,TAGLN2,64.51,83.32,11.57,699.7,99.72,1130
ENSG00000085552,IGSF9,0.0671,0.3051,0.0899,0.0474,0.0042,0.1275
ENSG00000162723,SLAMF9,0.1155,0.1381,0.1031,0.2037,0,0.0731
ENSG00000224259,LINC01133,0.0071,0.0169,0,0.0746,0.0177,0.4552
ENSG00000273933,RP11-48O20.5,0,0.063,0,0,0,0.05
ENSG00000177807,KCNJ10,60.33,40.75,24.58,0.0836,0,0.0321
ENSG00000237409,RP11-226L15.1,0,0,0,0,0,0
ENSG00000260766,RP11-226L15.5,4.493,3.871,0.9224,0.8309,0.0304,1.651
ENSG00000143315,PIGM,2.22,1.799,0.6694,0.6542,0.1554,1.125
ENSG00000225279,RP11-536C5.2,0.5864,0.9074,0.3235,0,0,0.1965
ENSG00000162728,KCNJ9,39.22,23.36,7.241,0,0,0.0203
ENSG00000162729,IGSF8,87.91,69.7,9.246,13.75,1.748,32.3
ENSG00000018625,ATP1A2,313.7,500.8,142.7,0.2194,0.0857,2.895
ENSG00000132681,ATP1A4,0.2364,0.3392,0.0253,0.1334,0.0357,0.5385
ENSG00000143318,CASQ1,6.933,4.654,1.556,1.034,0.2362,39.53
ENSG00000227741,RP11-536C5.7,0.3993,0.4202,0.0428,0.5634,0,1.122
ENSG00000162734,PEA15,1074,919.3,421,52.86,2.711,71.1
ENSG00000132716,DCAF8,34.65,30.64,7.661,21.85,4.243,43.2
ENSG00000228606,RP11-574F21.2,0.2425,0.2175,0.4061,0.6416,0.0762,0.3453
ENSG00000224261,RPSAP18,0.6026,0.5405,0.3364,0.2215,0.0947,0.1907
ENSG00000162735,PEX19,39.22,26.96,12.62,9.885,1.409,20.49
ENSG00000122218,COPA,40.89,33.13,9.876,43.79,3.699,61.92
ENSG00000235082,SUMO1P3,0.3659,0.175,0.098,0.2582,0.092,0.2779
ENSG00000202078,Y_RNA,0.3938,0,0.7913,0.3473,0,0.3738
ENSG00000162736,NCSTN,17.32,16.69,3.963,32.87,3.815,57.7
ENSG00000171786,NHLH1,0.5989,0.3737,0.093,0.1225,0,0.1318
ENSG00000201608,RNU4-42P,0,0,0,0,0,0
ENSG00000162738,VANGL2,7.407,8.275,2.551,0.0294,0.0105,0.1345
ENSG00000162739,SLAMF6,0.1134,0,0.0109,22.01,3.788,36.41
ENSG00000234425,RP11-528G1.2,0,0.0419,0,0.0618,0,0
ENSG00000066294,CD84,0.6142,1.647,0.1117,4.409,0.4066,8.22
ENSG00000117090,SLAMF1,0.0109,0.0781,0.0219,3.532,0.2188,22.49
ENSG00000235101,SETP9,0,0.0422,0,0.436,0,0.6034
ENSG00000228863,RP11-404F10.2,0,0,0,0.2,0.019,0.3588
ENSG00000117091,CD48,0.213,0.6136,0.0259,60.45,9.795,71.5
ENSG00000026751,SLAMF7,0.1542,0.0838,0.0094,44.4,3.831,42.04
ENSG00000275801,RP11-404F10.6,0,0,0,0.075,0,0.4038
ENSG00000274562,RP11-404F10.5,0,0,0,0,0,0
ENSG00000122224,LY9,0.0284,0,0,19.62,2.601,63.53
ENSG00000122223,CD244,0.1947,0.1304,0.0417,34.56,4.952,29.21
ENSG00000226003,RP11-312J18.3,0,0,0,0,0,0
ENSG00000179914,ITLN1,0,0.0359,0.3015,1.958,4.035,2.051
ENSG00000213080,RP11-312J18.5,0.0811,0.3395,0.2445,0.0358,0.051,0.077
ENSG00000232188,RP11-312J18.6,0,0,0,0.0779,0,0.1676
ENSG00000198358,RP11-544M22.1,0,0.0276,0,0,0,0
ENSG00000233691,RP11-312J18.7,0,0,0,0.0665,0,0
ENSG00000158764,ITLN2,0.0148,0.0177,0,0,0.0372,0.0562
ENSG00000158769,F11R,2.36,6.078,0.9497,34.33,1.652,40.05
ENSG00000232879,RP11-544M22.3,0,0,0,0.2268,0,0
ENSG00000215845,TSTD1,48.64,11.55,24.66,18.47,2.777,36.15
ENSG00000158773,USF1,36.04,33.51,7.725,96.33,11.76,120
ENSG00000186517,ARHGAP30,1.293,3.833,0.2503,125.4,9.576,200.2
ENSG00000143217,NECTIN4,0.0064,0.0456,0.0681,0.0336,0.016,0.0362
ENSG00000228917,RP11-544M22.8,0,0.024,0,0.0354,0,0.0381
ENSG00000162755,KLHDC9,18.88,22.05,6.372,0.1149,0.0819,0.5566
ENSG00000143256,PFDN2,190.6,117.2,43.59,37.07,5.369,56.97
ENSG00000158793,NIT1,8.809,11.2,2.582,10.76,1.903,15.67
ENSG00000158796,DEDD,14.34,15.84,4.874,21.07,3.048,44.42
ENSG00000238934,ACA64,0.5174,0,0,0,0,0
ENSG00000143222,UFC1,80.15,66.72,33.7,30.74,9.196,67.46
ENSG00000224985,RP11-297K8.2,0,0,0,0,0,0
ENSG00000143258,USP21,14.55,14.96,3.4,8.365,1.63,20.98
ENSG00000143224,PPOX,13.26,9.892,3.103,9.409,4.373,19.01
ENSG00000158850,B4GALT3,11.01,12.66,2.591,26.36,9.542,50.66
ENSG00000158859,ADAMTS4,2.674,7.371,0.4125,0.1291,0.0244,0.1758
ENSG00000158864,NDUFS2,33.37,34.02,8.678,17.13,3.027,34.25
ENSG00000158869,FCER1G,13.55,83.4,2.412,893,114.8,878.3
ENSG00000158874,APOA2,0.2581,0.1235,0.5533,8.195,0.2595,8.526
ENSG00000158882,TOMM40L,13.12,6.783,2.703,9.631,0.6607,9.61
ENSG00000284035,MIR5187,0,0,0,0,0,0
ENSG00000143257,NR1I3,0.5657,0.3721,0.2653,0.3493,0,0.3222
ENSG00000248485,PCP4L1,33.87,12.46,2.03,0.0551,0,0.0593
ENSG00000158887,MPZ,1.951,1.649,0.3606,4.53,0.8174,4.471
ENSG00000143252,SDHC,11.38,13.51,5.308,3.14,0.4178,5.317
ENSG00000236484,RRM2P2,0.0682,0,0,0,0,0
ENSG00000283696,RP11-122G18.12,0.357,0.1868,0.0897,0.1968,0,0.5508
ENSG00000206921,RNU6-481P,0,0,0.2786,0,0,0.3948
ENSG00000283360,RP11-122G18.10,0,0.0308,0,0,0.0324,0
ENSG00000215840,RP11-122G18.7,0.0503,0.0903,0,0.1776,0.0316,0.1911
ENSG00000277882,RP11-122G18.9,0,0,0,0,0,0
ENSG00000283317,RP11-122G18.11,0.2346,0.4676,0.0524,0.1379,0.0983,0.965
ENSG00000143226,FCGR2A,2.308,20.47,0.6478,136.9,24.58,190
ENSG00000173110,HSPA6,1.06,6.531,0.2766,384.1,27.57,355.3
ENSG00000224203,RPS23P10,0,0,0,0.0808,0,0.1738
ENSG00000203747,FCGR3A,9.529,120.5,1.572,233.2,40.31,163
ENSG00000224515,RP11-5K23.5,0,0,0,0,0,0
ENSG00000244682,FCGR2C,0.418,2.128,0.017,14.21,0.9074,6.384
ENSG00000225217,HSPA7,1.108,6.351,0.1392,67.16,3.715,31.23
ENSG00000231586,RPS23P9,0.0508,0,0,0.0896,0,0.1929
ENSG00000162747,FCGR3B,3.831,2.766,0.2066,538.7,115.2,709.5
ENSG00000072694,FCGR2B,0.3821,2.076,0.0293,12.29,1.591,21.58
ENSG00000234211,RP11-25K21.1,0,0,0,0.2973,0,0.5486
ENSG00000213075,RPL31P11,0.0286,0.0171,0.0383,0,0.018,0.2169
ENSG00000199595,Y_RNA,0.2181,0,0,0,0,0
ENSG00000132185,FCRLA,0.2717,0.3818,0,0.7789,0.2134,18.31
ENSG00000162746,FCRLB,1.399,1.201,0.345,0.757,0.3452,0.9614
ENSG00000241347,RN7SL466P,0,0,0,0,0,0
ENSG00000081721,DUSP12,11.03,9.066,3.502,2.937,0.6571,4.911
ENSG00000226889,RP11-474I16.8,0.1548,0.3239,0.0518,0,0,0
ENSG00000118217,ATF6,5.369,7.971,2.35,6.496,1.155,10.47
ENSG00000229808,RP11-456P18.2,0,0.3901,0,0.8919,0.123,0.4645
ENSG00000162745,OLFML2B,0.3648,1.916,0.1309,0.9078,0.0328,0.5318
ENSG00000227818,RP11-227F8.2,0,0,0,0,0,0
ENSG00000198929,NOS1AP,5.311,1.599,0.5485,0.1262,0.0108,0.2772
ENSG00000266144,MIR4654,0,0,0,0,0,0
ENSG00000227094,RP11-565P22.2,0,0,0,0,0,0
ENSG00000252262,RNA5SP61,0,0,0,0,0,0
ENSG00000207729,MIR556,0,0,0,0,0,0
ENSG00000171722,SPATA46,0.0119,0.0856,0.032,0.0632,0,0.0453
ENSG00000239887,C1orf226,1.726,1.085,0.6145,0.5272,0.0129,0.499
ENSG00000198574,SH2D1B,0.3261,0.0761,0,21.66,3.669,10.81
ENSG00000227243,SLAMF6P1,0.037,0,0,0.1304,0,0
ENSG00000152332,UHMK1,18.93,13.19,5.306,5.212,1.551,6.327
ENSG00000227941,UQCRBP2,0,0,0,0,0,0
ENSG00000259788,RP11-359K18.3,0,0.0492,0,0,0,0
ENSG00000117143,UAP1,14.94,13.39,4.734,4.823,0.902,6.226
ENSG00000272574,RP11-359K18.4,0.044,0.0527,0,0,0,0.0836
ENSG00000162733,DDR2,4.539,12.36,2.678,0.1536,0.0521,0.1535
ENSG00000243173,RN7SL861P,0,0,0,0,0,0
ENSG00000132196,HSD17B7,1.775,5.286,0.4773,2.316,0.398,5.336
ENSG00000185860,CCDC190,0.4955,0.1077,0.2565,0,0,0.0107
ENSG00000230739,RP11-331H2.4,0.0466,0,0,0,0,0
ENSG00000227667,RP11-331H2.3,0,0,0,0,0,0
ENSG00000117152,RGS4,24.69,4.368,0.8259,0,0,0.0437
ENSG00000143248,RGS5,65.68,39.17,11.04,0.3154,0.1932,0.5363
ENSG00000232892,RP11-267N12.1,0,0,0,0,0,0
ENSG00000225755,RP11-267N12.2,0,0,0,0,0,0
ENSG00000232995,RGS5,0.3893,0.2619,0.1413,0.0572,0,0.0616
ENSG00000237756,RP11-77M5.1,0,0.0567,0,0,0,0
ENSG00000143228,NUF2,0.3683,0.388,0.2585,0.3094,0.0661,0.2664
ENSG00000225122,RP11-408E1.1,0,0,0,0,0,0
ENSG00000200327,RNA5SP62,0,0,0,0,0,0
ENSG00000212527,RNA5SP63,0,0,0,0,0,0
ENSG00000228289,RP4-640E24.1,0,0,0,0,0,0
ENSG00000212538,U3,0,0,0,0,0,0
ENSG00000225719,NMNAT1P2,0,0,0,0,0,0
ENSG00000199849,RNU5F-6P,0,0,0,0,0,0
ENSG00000213070,HMGB3P6,0,0.1335,0,0,0,0
ENSG00000185630,PBX1,15.03,7.688,5.705,0.6839,0.3223,1.047
ENSG00000207082,RNU6-171P,0.2079,0,0,0,0,0
ENSG00000269887,RP11-477H21.2,0.0622,0.2233,0.0834,0.2195,1.486,0.1181
ENSG00000276359,Metazoa_SRP,0,0,0,0,0,0
ENSG00000233693,RP11-506O24.1,0,0,0,0,0,0
ENSG00000271917,RP11-506O24.2,0,0,0,0,0,0
ENSG00000201987,Y_RNA,0,0,0,0,0,0
ENSG00000225487,RP11-403P14.1,0,0.0853,0,0,0,0
ENSG00000201270,RNU6-755P,0,0,0,0,0,0
ENSG00000162761,LMX1A,0.0111,0,0.0149,0,0.007,0.0211
ENSG00000224702,RP11-38C18.2,0,0,0,0,0,0
ENSG00000238022,RP11-38C18.3,0,0,0,0,0,0
ENSG00000143171,RXRG,8.59,6.562,9.198,0.0873,0.0104,0.799
ENSG00000237463,RP11-280O1.2,0.0127,0.0381,0,0,0,0
ENSG00000230748,RP11-541H12.1,0,0,0,0,0,0
ENSG00000162763,LRRC52,0,0,0.0435,0,0,0
ENSG00000237783,RP11-306I1.1,0,0,0,0,0,0
ENSG00000236206,RP11-306I1.2,0,0,0.0606,0,0,0
ENSG00000143198,MGST3,74.11,42.92,29.47,3.936,0.6195,9.158
ENSG00000143149,ALDH9A1,63.75,75.92,33.76,12.11,1.666,19.51
ENSG00000230175,RP11-466F5.3,0.0947,0,0,0,0,0
ENSG00000225272,RP11-466F5.4,0,0,0,0,0,0
ENSG00000215838,RP11-466F5.6,0.038,0.0454,0,0,0,0.024
ENSG00000273365,RP11-466F5.10,0.061,0.292,0,0,0,0
ENSG00000143183,TMCO1,13.65,15.59,7.441,2.444,0.9198,3.499
ENSG00000224358,RP11-466F5.8,0.1289,0.2103,0.0628,0,0,0
ENSG00000230659,RP11-466F5.9,0.1023,0,0.137,0,0,0
ENSG00000143179,UCK2,2.961,2.152,0.3926,2.455,0.2893,3.993
ENSG00000236364,RP11-525G13.2,0.2534,0.1414,0,0.1192,0,0
ENSG00000271527,RP11-7G12.2,0,0,0,0,0,0
ENSG00000226292,RP11-7G12.1,0,0.0327,0,0,0,0
ENSG00000207341,RNA5SP64,0,0,0,0,0,0
ENSG00000188859,FAM78B,4.589,1.384,0.6025,0.0147,0.0209,0.0949
ENSG00000203307,RP11-375H19.2,0,0,0,0,0,0
ENSG00000230898,RP11-9L18.3,0,0,0,0,0,0
ENSG00000215952,MIR921,0,0,0,0,0,0
ENSG00000215835,RP11-9L18.2,0.113,0.0541,0.0303,0.4983,0,0.2145
ENSG00000229588,RP11-479J7.2,1.315,0.9434,0.3523,0,0,0
ENSG00000225325,RP11-479J7.1,0,0,0,0,0,0
ENSG00000230231,FMO7P,0,0,0,0,0,0
ENSG00000234142,LINC01675,0,0,0,0.1863,0,0
ENSG00000238087,FMO8P,0.0417,0.0166,0,0,0,0
ENSG00000215834,FMO9P,0.0392,0,0,0,0,0
ENSG00000234984,FMO10P,0,0,0,0,0,0
ENSG00000232341,RPL4P2,0.0868,0.0623,0.0232,0.0918,0,0.033
ENSG00000232148,FMO11P,0,0,0,0,0,0
ENSG00000232223,CNN2P10,0,0,0,0,0,0
ENSG00000143157,POGK,16.09,13.21,6.51,3.089,0.3177,6.205
ENSG00000152382,TADA1,8.59,6.411,2.314,0.9668,0.2076,1.625
ENSG00000225171,DUTP6,0.9631,1.497,0.3871,0.2548,0,1.097
ENSG00000143195,ILDR2,5.834,2.215,1.666,0.0396,0.004,0.0365
ENSG00000143194,MAEL,1.201,1.006,0.4355,0.0249,0.0178,0.0537
ENSG00000200036,RNA5SP65,0,0,0,0,0,0
ENSG00000227907,RP11-102C16.3,0,0,0,0,0,0
ENSG00000143167,GPA33,0.0765,0.0665,0.0279,1.055,0.1223,2.838
ENSG00000198842,DUSP27,0.2895,0.0618,0.0831,0,0.026,2.031
ENSG00000213068,RP11-277B15.1,0,0,0,0,0,0
ENSG00000231605,LINC01363,0.0324,0.0774,0,0,0,0
ENSG00000272205,RP11-277B15.3,0.0979,0.4291,0,0.8056,0,1.734
ENSG00000143190,POU2F1,2.891,2.077,1.39,2.244,0.2001,3.457
ENSG00000272033,RP11-52A20.2,0.047,0,0.0315,0.1658,0.0295,0.2231
ENSG00000198821,CD247,0.5239,0.521,0.1478,89.41,14.26,94.75
ENSG00000233411,RP11-104L21.2,0.4405,0.7902,0,0.3885,0,0.1394
ENSG00000273160,RP11-104L21.3,0.9545,0.439,0.1967,0.6476,0,0.1394
ENSG00000227776,AKR1D1P1,0,0,0,0,0,0.1805
ENSG00000143162,CREG1,32.16,38.25,10.58,28.63,34.62,29.97
ENSG00000231029,RP3-455J7.3,0,0,0,0,0,0
ENSG00000241666,RP3-455J7.4,0.0798,0.0318,0.0238,0.3599,0.0557,0.8926
ENSG00000198771,RCSD1,2.61,3.121,0.2561,28.41,2.844,48.76
ENSG00000197965,MPZL1,13.63,14.51,5.333,2.922,0.9385,5.333
ENSG00000143199,ADCY10,0.145,0.0997,0.0049,0.0511,0.0137,0.0275
ENSG00000250762,RP1-313L4.4,0.1673,0.2,0,0,0,0.3176
ENSG00000232194,RP1-313L4.3,0.1239,0,0,0.0547,0,0
ENSG00000143158,MPC2,68.6,44.79,16.67,6.888,2.701,11.6
ENSG00000143164,DCAF6,24.22,10.79,4.555,5.517,6.044,10.35
ENSG00000221545,MIR1255B2,0,0,0,0,0,0
ENSG00000224837,GCSHP5,3.921,1.325,1.37,0,0,0
ENSG00000143147,GPR161,2.227,2.395,1.124,0.0638,0.0061,0.0412
ENSG00000143155,TIPRL,15.76,12.56,4.452,4.582,0.6686,6.06
ENSG00000237049,RPL34P1,0,0,0,0,0,0
ENSG00000237131,RP1-69E11.3,0,0,0,0,0,0
ENSG00000213064,SFT2D2,6.581,5.951,2.854,4.061,0.5923,4.742
ENSG00000206880,RNU6-1310P,0,0,0,0,0,0
ENSG00000143178,TBX19,1.049,1.029,0.1635,3.723,0.322,5.721
ENSG00000227722,RP5-1059H15.1,0,0,0,0.0234,0,0
ENSG00000207974,MIR557,0,0,0,0,0,0
ENSG00000228697,RP5-968D22.3,0,0,0,0,0,0
ENSG00000283255,RP5-968D22.1,0,0,0,0,0,0
ENSG00000215833,QRSL1P1,0,0,0,0,0,0
ENSG00000143185,XCL2,0.1575,0,0,16.81,2.623,18.09
ENSG00000227777,RP4-738P11.3,0.072,0,0,0.9525,0.1357,1.094
ENSG00000143184,XCL1,0.0651,0.0779,0,11.45,1.207,2.348
ENSG00000229757,RP4-738P11.4,0,0.0676,0,1.596,0,0.2147
ENSG00000143196,DPT,0.0997,0.0298,0.1836,0.3955,0.2818,1.797
ENSG00000235736,RP1-10C16.1,0.4258,0.3819,0.1426,0,0,0
ENSG00000225826,LINC00626,0.0466,0,0,0,0,0
ENSG00000229612,SUMO1P2,0,0,0,0,0,0
ENSG00000203601,LINC00970,0.0985,0,0,0,0,0
ENSG00000213063,RPL29P7,0,0,0,0,0,0
ENSG00000252987,RNA5SP66,0,0,0,0,0,0
ENSG00000237707,RP5-1018K9.1,0,0,0,0,0,0
ENSG00000143153,ATP1B1,232.6,98.1,12.35,1.728,0.1918,0.7472
ENSG00000143156,NME7,6.067,4.379,4.073,0.6333,0.2106,2.408
ENSG00000235575,RP4-800F24.1,0,0,0,0,0,0
ENSG00000117475,BLZF1,5.638,3.879,2.895,0.9554,0.2342,1.238
ENSG00000117477,CCDC181,5.29,2.065,1.06,0.0204,0,0.0219
ENSG00000117479,SLC19A2,2.006,2.768,1.185,0.6735,0.1447,1.312
ENSG00000234604,RP1-206D15.5,0,0,0,0,0,0
ENSG00000213062,RP1-206D15.6,0.5861,0.1752,0.0982,0,0,0.0927
ENSG00000198734,F5,0.0759,0.1361,0.0254,5.898,1.887,16.54
ENSG00000174175,SELP,0.0395,0.7881,0.0441,3.441,0.3561,5.23
ENSG00000000460,C1orf112,0.7336,0.6449,0.0781,0.6085,0.0672,1.587
ENSG00000188404,SELL,2.719,5.916,0.6344,659,86.65,1399
ENSG00000007908,SELE,0.0448,3.782,0.045,0.0296,0.0281,0.2125
ENSG00000230704,RP1-117P20.3,0,0,0,0,0,0
ENSG00000171806,METTL18,3.92,4.312,1.864,0.1847,0.2632,0.8522
ENSG00000000457,SCYL3,2.063,1.495,0.5976,1.082,0.2403,3.41
ENSG00000239494,RN7SL333P,0.2247,0,0,0,0,0.2844
ENSG00000075945,KIFAP3,25.22,14.59,6.383,1.17,0.2949,2.818
ENSG00000243051,RN7SL269P,0,0,0,0,0,0
ENSG00000235378,MRPS10P1,0,0,0,0,0,0
ENSG00000232959,RP11-332H17.1,0,0,0,0,0,0
ENSG00000224896,SIGLEC30P,0,0,0,0,0,0
ENSG00000203740,METTL11B,0.0185,0,0,0,0,0
ENSG00000233985,LINC01681,0,0,0.0392,0,0,0
ENSG00000238051,ISCUP1,0,0,0,0,0,0
ENSG00000224286,LINC01142,0,0,0,0.0514,0,0
ENSG00000226967,HAUS4P1,0,0,0,0,0,0
ENSG00000231407,RP11-576I22.2,0.1746,0.2172,0.0468,0,0,0
ENSG00000120370,GORAB,2.712,3.527,1.088,0.463,0.0785,0.4746
ENSG00000225545,RP11-545I10.2,0,0,0,0,0,0
ENSG00000235303,RP1-79C4.1,0.0231,0.0277,0,0,0,0
ENSG00000116132,PRRX1,6.362,11.41,1.905,0.0381,0.0204,0.0666
ENSG00000271811,RP1-79C4.4,0.2502,0.7546,0.0291,0,0,0.0826
ENSG00000117501,MROH9,0,0,0,0,0,0
ENSG00000226552,RP5-1092L12.2,0,0,0,0,0,0
ENSG00000007933,FMO3,0.3855,0.5762,0.1033,0.1133,0.0162,0.0732
ENSG00000221390,MIR1295A,0,0,0,0,0,0
ENSG00000117507,FMO6P,0.0347,0,0,0,0,0
ENSG00000094963,FMO2,0.4335,1.659,0.333,0.0714,0.1598,0.1756
ENSG00000225243,RP1-127D3.4,0,0,0,0,0,0
ENSG00000231424,RP1-45C12.1,0.8557,0.8314,0.4299,0,0,0.3046
ENSG00000010932,FMO1,0.0582,0.0155,0.0173,0.0228,0,0.2333
ENSG00000206692,Y_RNA,0,0,0,0,0,0
ENSG00000230547,HMGB1P11,0.0468,0,0,0,0,0
ENSG00000076258,FMO4,1.812,0.6553,0.5921,0.4677,0.0333,1.074
ENSG00000225704,RP4-798A17.5,0,0,0,0,0,0
ENSG00000239428,GM2AP2,0,0,0,0,0,0
ENSG00000234333,CYCSP53,0,0,0,0,0,0
ENSG00000117523,PRRC2C,18.15,14.88,5.656,16.98,1.414,27.25
ENSG00000283683,RP3-454G6.2,0.0087,0,0,0,0,0
ENSG00000034971,MYOC,0.0111,0.0265,0.0594,0.0978,0.0558,0.2316
ENSG00000233328,PFN1P1,0.4208,0.3774,0.0705,3.433,0.1322,10.98
ENSG00000230364,RPL4P3,0.0509,0.0203,0.0455,0.1796,0,0
ENSG00000117533,VAMP4,11.68,12.39,4.772,2.191,0.6124,2.857
ENSG00000232261,RP4-560B9.5,0,0,0,0,0,0
ENSG00000271459,RP4-560B9.6,0,0,0,0,0,0
ENSG00000236741,RP4-560B9.4,0,0,0,0,0,0
ENSG00000253060,SCARNA20,0,0,0,0,0,0
ENSG00000010165,METTL13,7.348,7.286,1.916,3.486,0.3215,10.25
ENSG00000213060,RP4-612B18.3,0.1578,0,0,0.3711,0,0.0998
ENSG00000224600,RP4-612B18.1,0,0,0,0.1121,0,0
ENSG00000197959,DNM3,13.42,6.566,3.779,0.1186,0,0.5108
ENSG00000233540,DNM3-IT1,0.1124,0,0,0,0,0
ENSG00000230630,DNM3OS,0.0995,0.0626,0.0982,0.0369,0.0132,0
ENSG00000208024,MIR199A2,0,0,0,0,0,0
ENSG00000206684,RNU6-157P,0,0,0,0,0,0
ENSG00000135845,PIGC,4.496,3.91,1.649,4.018,0.5405,5.707
ENSG00000180999,C1orf105,0,0.0154,0,0.0455,0,0
ENSG00000094975,SUCO,7.146,6.329,3.777,1.78,0.4486,2.358
ENSG00000251943,RNU6-693P,0,0,0,0,0,0
ENSG00000117560,FASLG,0.1061,0,0,4.885,0.5628,3.87
ENSG00000229785,SLC25A38P1,0,0.0282,0,0,0,0
ENSG00000279061,RP3-332O11.2,0,0,0,0,0,0
ENSG00000224228,RP1-15D23.2,0,0,0,0.0486,0.0692,0
ENSG00000227177,AIMP1P2,0,0,0,0,0,0
ENSG00000224000,RP3-471M13.2,0,0,0,0,0.255,0
ENSG00000120337,TNFSF18,0.3545,0.1457,0.0594,0.0391,0,0
ENSG00000230849,GOT2P2,0.0356,0,0,0,0,0.0338
ENSG00000226375,RP3-395P12.2,0.0967,0.1157,0,0,0,0.1224
ENSG00000117586,TNFSF4,0.8635,1.12,0.3478,0.5973,0.0709,0.5572
ENSG00000232751,RP11-296O14.1,0,0,0,0,0,0
ENSG00000231615,RP11-296O14.2,0.0666,0,0,0,0,0.0948
ENSG00000203739,RP11-296O14.3,0.8384,0.6062,0.1306,1.204,0.2941,3.184
ENSG00000117592,PRDX6,94.66,155.7,90.36,73.66,102.6,113.3
ENSG00000162753,SLC9C2,0.1405,0.0869,0.026,0,0,0
ENSG00000238272,RP3-436N22.3,0.0629,0,0.0842,0,0,0
ENSG00000183831,ANKRD45,3.846,2.981,1.793,0,0,0
ENSG00000232113,RP11-360D2.1,0,0,0,0,0,0
ENSG00000076321,KLHL20,4.989,3.834,1.927,1.458,0.1972,2.909
ENSG00000225591,RP11-360D2.2,0.0872,0.1043,0.2338,0,0.1097,0.3313
ENSG00000200674,RN7SKP160,0.3272,0,0,0,0,0
ENSG00000120334,CENPL,1.076,0.884,0.4451,0.4127,0.0941,0.7639
ENSG00000252357,Y_RNA,0,0,0,0,0,0
ENSG00000117593,DARS2,3.164,2.887,1.326,1.312,0.095,2.716
ENSG00000270084,GAS5-AS1,1.467,0.6121,0.1371,0.3611,0.1715,0.5183
ENSG00000234741,GAS5,104.5,84.98,51.5,13.81,5.852,19.86
ENSG00000185278,ZBTB37,1.407,1.523,0.588,1.619,0.3448,3.346
ENSG00000117601,SERPINC1,0.2768,0.1204,0.1349,0.4439,0.2372,0.5973
